id,date_posted,complex_id,complex_name,developer,complex_class,district,okrug,lat,lon,total_area,rooms,floor,total_floors,completion_year,ready_status,metro_station,metro_line,metro_distance_min,to_center_km,price_rub,price_per_sqm,deal_type,subsidized_mortgage,mortgage_rate_at_listing,listing_year,listing_month,listing_quarter,price_mln,is_first_floor,is_last_floor,floor_ratio,subsidized_mortgage_int,distance_to_center_group,rooms_group,sale_price_group,market_type
N000552,2026-02-26,NB0151,Severny Residence,INGRAD,economy,Sokol,SAO,55.80127,37.49556,56.4,2,11,22,2025,completed,Sokol,Zamoskvoretskaya,15,9.44,17106000,303300,installment,False,19.5,2026,2,1,17.106,False,False,0.5,0,5-10 km,2 rooms,15-25 mln RUB,New Builds
N000553,2025-01-16,NB0034,Mitino O2 Residence,DONSTROY,business,Meshchansky,CAO,55.79233,37.59288,31.8,1,6,17,2025,completed,Mendeleevskaya,Serpukhovsko-Timiryazevskaya,13,4.62,21485000,675600,FZ214,False,23.5,2025,1,1,21.485,False,False,0.35294117647058826,0,0-5 km,1 room,15-25 mln RUB,New Builds
N000554,2023-09-20,NB0114,Discovery Park Residence,Samolet,comfort,Zamoskvorechye,CAO,55.74139,37.64018,43.5,1,2,22,2026,under_construction,Sukharevskaya,Kaluzhsko-Rizhskaya,47,1.85,20265000,465900,DDU,True,15.5,2023,9,3,20.265,False,False,0.09090909090909091,1,0-5 km,1 room,15-25 mln RUB,New Builds
N000555,2025-01-14,NB0151,Severny Residence,INGRAD,economy,Sokol,SAO,55.80127,37.49556,83.3,3,9,22,2025,completed,Sokol,Zamoskvoretskaya,21,9.44,21548000,258700,DDU,False,23.5,2025,1,1,21.548,False,False,0.4090909090909091,0,5-10 km,3 rooms,15-25 mln RUB,New Builds
N000556,2021-05-31,NB0058,Severny Residence,Capital Group,comfort,Severnoye Butovo,YuZAO,55.59728,37.57736,64.9,3,14,22,2024,under_construction,Nagornaya,Serpukhovsko-Timiryazevskaya,102,17.63,13866000,213700,installment,True,11.0,2021,5,2,13.866,False,False,0.6363636363636364,1,15-25 km,3 rooms,10-15 mln RUB,New Builds
N000557,2021-07-12,NB0137,Odintsovo-1 Residence,LSR,premium,Vnukovskoye,NAO,55.65165,37.31429,75.8,3,11,22,2025,under_construction,Bagrationovskaya,Filyovskaya,202,22.32,22609000,298300,installment,True,11.0,2021,7,3,22.609,False,False,0.5,1,15-25 km,3 rooms,15-25 mln RUB,New Builds
N000558,2025-03-26,NB0138,Discovery Park Residence,GK Granel,business,Khoroshyovo-Mnyovniki,SZAO,55.77487,37.4692,82.8,3,7,22,2026,under_construction,Sokol,Zamoskvoretskaya,55,9.77,36371000,439300,FZ214,False,23.5,2025,3,1,36.371,False,False,0.3181818181818182,0,5-10 km,3 rooms,25-50 mln RUB,New Builds
N000559,2022-05-29,NB0200,ZILART Residence,DONSTROY,comfort,Arbat,CAO,55.75011,37.59052,43.6,1,19,30,2026,under_construction,Kropotkinskaya,Sokolnicheskaya,15,1.94,27114000,621900,installment,True,12.0,2022,5,2,27.114,False,False,0.6333333333333333,1,0-5 km,1 room,25-50 mln RUB,New Builds
N000560,2023-03-11,NB0002,Headliner Residence,Etalon,business,Cheryomushki,YuZAO,55.67254,37.52397,68.3,3,23,25,2025,under_construction,Universitet,Sokolnicheskaya,30,10.89,26751000,391700,DDU,True,10.0,2023,3,1,26.751,False,False,0.92,1,10-15 km,3 rooms,25-50 mln RUB,New Builds
N000561,2024-03-23,NB0119,Alye Parusa Residence,MR Group,comfort,Pervomayskoye,TAO,55.44192,37.09152,40.1,1,12,25,2027,under_construction,Ugreshskaya,MCC,576,48.05,4072000,101500,DDU,True,18.5,2024,3,1,4.072,False,False,0.48,1,25+ km,1 room,<7 mln RUB,New Builds
N000562,2026-04-07,NB0168,Buninskie Luga Residence,INGRAD,comfort,Metrogorodok,VAO,55.8197,37.7525,62.1,2,14,30,2025,completed,Pervomayskaya,Arbatsko-Pokrovskaya,50,11.01,12144000,195600,DDU,False,19.5,2026,4,2,12.144,False,False,0.4666666666666667,0,10-15 km,2 rooms,10-15 mln RUB,New Builds
N000563,2022-09-16,NB0195,Alye Parusa Residence,Capital Group,business,Vostochny,VAO,55.82218,37.86403,44.5,1,9,25,2025,under_construction,Shchyolkovskaya,Arbatsko-Pokrovskaya,52,17.0,10675000,239900,DDU,True,12.0,2022,9,3,10.675,False,False,0.36,1,15-25 km,1 room,10-15 mln RUB,New Builds
N000564,2025-10-04,NB0003,Alye Parusa Residence,INGRAD,economy,Mosrentgen,NAO,55.62461,37.49874,63.7,3,9,17,2025,completed,Yugo-Zapadnaya,Sokolnicheskaya,58,16.29,9488000,149000,DDU,False,19.5,2025,10,4,9.488,False,False,0.5294117647058824,0,15-25 km,3 rooms,7-10 mln RUB,New Builds
N000565,2025-06-22,NB0196,Green Park Residence,INGRAD,economy,Krasnopakhorskoye,TAO,55.44777,37.30627,45.6,1,3,30,2024,completed,Trubnaya,Lyublinsko-Dmitrovskaya,491,39.36,3213000,70500,installment,False,23.5,2025,6,2,3.213,False,False,0.1,0,25+ km,1 room,<7 mln RUB,New Builds
N000566,2023-11-29,NB0228,Prokshino Residence,INGRAD,business,Gagarinsky,YuZAO,55.69365,37.55461,30.6,1,2,25,2025,under_construction,Prospekt Mira,Koltsevaya,131,7.88,16215000,529900,FZ214,True,15.5,2023,11,4,16.215,False,False,0.08,1,5-10 km,1 room,15-25 mln RUB,New Builds
N000567,2021-10-17,NB0123,Severny Residence,DONSTROY,comfort,Severnoye Butovo,YuZAO,55.5804,37.60987,55.3,2,21,22,2026,under_construction,Ulitsa Akademika Yangelya,Serpukhovsko-Timiryazevskaya,31,19.3,12549000,226900,DDU,True,11.0,2021,10,4,12.549,False,False,0.9545454545454546,1,15-25 km,2 rooms,10-15 mln RUB,New Builds
N000568,2026-02-04,NB0019,Metropolia Residence,Etalon,economy,Marfino,SVAO,55.84639,37.58511,39.2,1,12,30,2026,completed,Rizhskaya,Kaluzhsko-Rizhskaya,82,10.52,8140000,207600,DDU,False,19.5,2026,2,1,8.14,False,False,0.4,0,10-15 km,1 room,7-10 mln RUB,New Builds
N000569,2022-03-26,NB0230,Sheremetyevsky Residence,Capital Group,comfort,Voronovskoye,TAO,55.28977,37.20171,36.0,1,12,22,2027,under_construction,Kropotkinskaya,Sokolnicheskaya,685,57.96,2719000,75500,DDU,True,22.5,2022,3,1,2.719,False,False,0.5454545454545454,1,25+ km,1 room,<7 mln RUB,New Builds
N000570,2023-06-10,NB0230,Sheremetyevsky Residence,Capital Group,comfort,Voronovskoye,TAO,55.28977,37.20171,46.9,1,20,22,2027,under_construction,Troparyovo,Sokolnicheskaya,531,57.96,4026000,85800,installment,True,10.0,2023,6,2,4.026,False,False,0.9090909090909091,1,25+ km,1 room,<7 mln RUB,New Builds
N000571,2023-04-27,NB0152,Losiny Ostrov Residence,DONSTROY,comfort,Yaroslavsky,SVAO,55.86212,37.70173,55.3,2,11,22,2024,under_construction,Timiryazevskaya,Serpukhovsko-Timiryazevskaya,117,13.05,10840000,196000,DDU,True,10.0,2023,4,2,10.84,False,False,0.5,1,10-15 km,2 rooms,10-15 mln RUB,New Builds
N000572,2022-04-02,NB0222,Level Residence,PIK,economy,Mitino,SZAO,55.85379,37.34795,40.9,1,12,35,2026,under_construction,Pyatnitskoye Shosse,Arbatsko-Pokrovskaya,7,20.35,10036000,245400,FZ214,True,12.0,2022,4,2,10.036,False,False,0.34285714285714286,1,15-25 km,1 room,10-15 mln RUB,New Builds
N000573,2022-03-27,NB0083,Mitino O2 Residence,FSK,comfort,Novokosino,VAO,55.73672,37.85165,81.0,3,6,17,2027,under_construction,Molodyozhnaya,Arbatsko-Pokrovskaya,327,14.57,15819000,195300,DDU,True,22.5,2022,3,1,15.819,False,False,0.35294117647058826,1,10-15 km,3 rooms,15-25 mln RUB,New Builds
N000574,2025-09-12,NB0023,Prokshino Residence,INGRAD,economy,Krylatskoye,SZAO,55.76317,37.41735,78.5,2,6,22,2025,completed,Molodyozhnaya,Arbatsko-Pokrovskaya,32,12.77,23401000,298100,DDU,False,19.5,2025,9,3,23.401,False,False,0.2727272727272727,0,10-15 km,2 rooms,15-25 mln RUB,New Builds
N000575,2022-06-17,NB0145,ZILART Residence,GK Granel,economy,Alekseevsky,SVAO,55.80699,37.64199,50.6,1,2,22,2026,under_construction,Polyanka,Serpukhovsko-Timiryazevskaya,94,6.05,10515000,207800,installment,True,12.0,2022,6,2,10.515,False,False,0.09090909090909091,1,5-10 km,1 room,10-15 mln RUB,New Builds
N000576,2025-06-02,NB0066,ZILART Residence,FSK,comfort,Savyolovsky,SAO,55.78104,37.56738,52.3,2,22,25,2027,under_construction,Voykovskaya,Zamoskvoretskaya,79,4.5,14751000,282100,trade-in,False,23.5,2025,6,2,14.751,False,False,0.88,0,0-5 km,2 rooms,10-15 mln RUB,New Builds
N000577,2024-12-18,NB0113,Preobrazhenie Residence,Samolet,business,Strogino,SZAO,55.80877,37.41601,49.0,1,7,17,2027,under_construction,Park Kultury,Koltsevaya,166,14.18,21557000,439900,FZ214,False,23.5,2024,12,4,21.557,False,False,0.4117647058823529,0,10-15 km,1 room,15-25 mln RUB,New Builds
N000578,2021-02-12,NB0150,Buninskie Luga Residence,MR Group,business,Danilovsky,YuAO,55.70866,37.65499,70.7,2,3,22,2026,under_construction,Novokuznetskaya,Zamoskvoretskaya,52,5.47,21835000,308800,DDU,True,6.75,2021,2,1,21.835,False,False,0.13636363636363635,1,5-10 km,2 rooms,15-25 mln RUB,New Builds
N000579,2023-10-06,NB0075,Sheremetyevsky Residence,LSR,business,Obruchevsky,YuZAO,55.65353,37.56344,56.8,2,2,17,2027,under_construction,Prospekt Vernadskogo,Sokolnicheskaya,56,11.73,23487000,413500,DDU,True,15.5,2023,10,4,23.487,False,False,0.11764705882352941,1,10-15 km,2 rooms,15-25 mln RUB,New Builds
N000580,2021-12-30,NB0037,Triumph Palace Residence,Samolet,economy,Fili-Davydkovo,ZAO,55.7577,37.48713,49.5,1,20,25,2024,under_construction,Okhotny Ryad,Sokolnicheskaya,101,8.37,12696000,256500,DDU,True,11.0,2021,12,4,12.696,False,False,0.8,1,5-10 km,1 room,10-15 mln RUB,New Builds
N000581,2024-04-13,NB0038,Losiny Ostrov Residence,MR Group,economy,Shchukino,SZAO,55.79795,37.47615,55.2,2,17,25,2025,under_construction,Shchukinskaya,Tagansko-Krasnopresnenskaya,17,10.29,18061000,327200,trade-in,True,18.5,2024,4,2,18.061,False,False,0.68,1,10-15 km,2 rooms,15-25 mln RUB,New Builds
N000583,2021-03-23,NB0070,Prokshino Residence,Samolet,comfort,Novokosino,VAO,55.72594,37.8526,29.8,1,5,17,2025,under_construction,Frunzenskaya,Sokolnicheskaya,207,14.84,4580000,153700,FZ214,True,6.75,2021,3,1,4.58,False,False,0.29411764705882354,1,10-15 km,1 room,<7 mln RUB,New Builds
N000584,2026-01-07,NB0034,Mitino O2 Residence,DONSTROY,business,Meshchansky,CAO,55.79233,37.59288,62.6,2,10,17,2025,completed,Belorusskaya,Koltsevaya,24,4.62,38103000,608700,DDU,False,19.5,2026,1,1,38.103,False,False,0.5882352941176471,0,0-5 km,2 rooms,25-50 mln RUB,New Builds
N000585,2023-07-14,NB0071,Symbol Residence,MR Group,economy,Sokolniki,VAO,55.79367,37.67811,48.3,2,8,30,2027,under_construction,Partizanskaya,Arbatsko-Pokrovskaya,53,5.69,10577000,219000,DDU,True,15.5,2023,7,3,10.577,False,False,0.26666666666666666,1,5-10 km,2 rooms,10-15 mln RUB,New Builds
N000586,2023-04-10,NB0245,Headliner Residence,Etalon,comfort,Severny,SVAO,55.92812,37.58474,69.4,2,25,25,2025,under_construction,Dinamo,Zamoskvoretskaya,185,19.5,12211000,176000,FZ214,True,10.0,2023,4,2,12.211,False,True,1.0,1,15-25 km,2 rooms,10-15 mln RUB,New Builds
N000587,2024-11-24,NB0001,Green Park Residence,FSK,comfort,Zelenograd,ZelAO,56.00037,37.18892,64.9,2,21,22,2026,under_construction,Leninsky Prospekt,Kaluzhsko-Rizhskaya,495,38.43,8913000,137300,installment,False,23.5,2024,11,4,8.913,False,False,0.9545454545454546,0,25+ km,2 rooms,7-10 mln RUB,New Builds
N000588,2021-05-04,NB0079,Level Residence,MR Group,comfort,Cheryomushki,YuZAO,55.66735,37.51439,37.7,1,20,22,2028,under_construction,Kutuzovskaya,Filyovskaya,100,11.71,9635000,255600,FZ214,True,11.0,2021,5,2,9.635,False,False,0.9090909090909091,1,10-15 km,1 room,7-10 mln RUB,New Builds
N000589,2025-04-25,NB0076,Odintsovo-1 Residence,MR Group,comfort,Donskoy,YuAO,55.70888,37.62358,48.0,1,25,25,2027,under_construction,Tulskaya,Serpukhovsko-Timiryazevskaya,2,5.01,18887000,393500,DDU,False,23.5,2025,4,2,18.887,False,True,1.0,0,5-10 km,1 room,15-25 mln RUB,New Builds
N000590,2023-08-27,NB0234,Symbol Residence,DONSTROY,comfort,Voykovsky,SAO,55.80624,37.48647,88.1,3,9,30,2027,under_construction,Voykovskaya,Zamoskvoretskaya,20,10.22,24101000,273600,FZ214,True,15.5,2023,8,3,24.101,False,False,0.3,1,10-15 km,3 rooms,15-25 mln RUB,New Builds
N000591,2021-01-10,NB0147,Preobrazhenie Residence,LSR,economy,Basmanny,CAO,55.76746,37.67059,41.5,1,13,22,2027,under_construction,Kurskaya,Koltsevaya,21,3.46,14380000,346500,installment,True,6.75,2021,1,1,14.38,False,False,0.5909090909090909,1,0-5 km,1 room,10-15 mln RUB,New Builds
N000592,2026-02-26,NB0229,Severny Residence,Etalon,economy,Novogireyevo,VAO,55.74465,37.8309,67.5,2,4,22,2024,completed,Rechnoy Vokzal,Zamoskvoretskaya,308,13.19,11959000,177200,DDU,False,19.5,2026,2,1,11.959,False,False,0.18181818181818182,0,10-15 km,2 rooms,10-15 mln RUB,New Builds
N000593,2024-10-26,NB0123,Severny Residence,DONSTROY,comfort,Severnoye Butovo,YuZAO,55.5804,37.60987,59.5,2,1,22,2026,under_construction,Sukharevskaya,Kaluzhsko-Rizhskaya,255,19.3,13155000,221100,FZ214,False,23.5,2024,10,4,13.155,True,False,0.045454545454545456,0,15-25 km,2 rooms,10-15 mln RUB,New Builds
N000594,2025-06-27,NB0015,Sheremetyevsky Residence,LSR,business,Novo-Peredelkino,ZAO,55.65817,37.32272,36.6,0,3,17,2025,completed,Molodyozhnaya,Arbatsko-Pokrovskaya,134,21.5,11305000,308900,trade-in,False,23.5,2025,6,2,11.305,False,False,0.17647058823529413,0,15-25 km,Studio,10-15 mln RUB,New Builds
N000595,2021-02-12,NB0026,Odintsovo-1 Residence,INGRAD,comfort,Maryina Roshcha,SVAO,55.77212,37.57293,66.7,2,14,17,2027,under_construction,Krasnopresnenskaya,Koltsevaya,19,3.62,14780000,221600,DDU,True,6.75,2021,2,1,14.78,False,False,0.8235294117647058,1,0-5 km,2 rooms,10-15 mln RUB,New Builds
N000596,2023-07-31,NB0100,Triumph Palace Residence,GK Granel,business,Orekhovo-Borisovo Yuzhnoye,YuAO,55.61289,37.72751,44.6,1,2,30,2027,under_construction,Park Pobedy,Arbatsko-Pokrovskaya,233,17.05,11666000,261600,FZ214,True,15.5,2023,7,3,11.666,False,False,0.06666666666666667,1,15-25 km,1 room,10-15 mln RUB,New Builds
N000597,2024-03-21,NB0105,Headliner Residence,Capital Group,economy,Vostochny,VAO,55.80936,37.87452,62.1,2,19,22,2027,under_construction,Shosse Entuziastov,Kalininskaya,118,17.02,10193000,164100,FZ214,True,18.5,2024,3,1,10.193,False,False,0.8636363636363636,1,15-25 km,2 rooms,10-15 mln RUB,New Builds
N000598,2021-11-26,NB0075,Sheremetyevsky Residence,LSR,business,Obruchevsky,YuZAO,55.65353,37.56344,54.4,2,15,17,2027,under_construction,Novye Cheryomushki,Kaluzhsko-Rizhskaya,27,11.73,21968000,403800,trade-in,True,11.0,2021,11,4,21.968,False,False,0.8823529411764706,1,10-15 km,2 rooms,15-25 mln RUB,New Builds
N000599,2023-12-31,NB0103,Mitino O2 Residence,GK A101,economy,Meshchansky,CAO,55.75909,37.65415,45.5,1,23,25,2028,under_construction,Tretyakovskaya,Kalininskaya,34,2.17,16487000,362400,DDU,True,15.5,2023,12,4,16.487,False,False,0.92,1,0-5 km,1 room,15-25 mln RUB,New Builds
N000600,2026-01-11,NB0164,Silver Park Residence,PIK,comfort,Zyuzino,YuZAO,55.6541,37.55618,22.0,0,5,30,2025,completed,Ulitsa Akademika Yangelya,Serpukhovsko-Timiryazevskaya,83,11.81,6790000,308700,trade-in,False,19.5,2026,1,1,6.79,False,False,0.16666666666666666,0,10-15 km,Studio,<7 mln RUB,New Builds
N000601,2025-09-29,NB0184,Odintsovo-1 Residence,GK A101,comfort,Gagarinsky,YuZAO,55.7074,37.55187,90.0,4,29,35,2025,completed,Tyoply Stan,Kaluzhsko-Rizhskaya,131,6.74,37837000,420400,FZ214,False,19.5,2025,9,3,37.837,False,False,0.8285714285714286,0,5-10 km,4 rooms,25-50 mln RUB,New Builds
N000602,2025-04-29,NB0108,Preobrazhenie Residence,DONSTROY,economy,Moskvorechye-Saburovo,YuAO,55.65559,37.65945,53.5,1,17,22,2028,under_construction,Ugreshskaya,MCC,74,11.2,9753000,182300,DDU,False,23.5,2025,4,2,9.753,False,False,0.7727272727272727,0,10-15 km,1 room,7-10 mln RUB,New Builds
N000603,2023-01-29,NB0231,Odintsovo-1 Residence,Capital Group,business,Izmaylovo,VAO,55.79632,37.77268,41.8,0,19,22,2024,under_construction,Partizanskaya,Arbatsko-Pokrovskaya,20,10.61,16006000,382900,DDU,True,10.0,2023,1,1,16.006,False,False,0.8636363636363636,1,10-15 km,Studio,15-25 mln RUB,New Builds
N000604,2024-07-25,NB0126,Sheremetyevsky Residence,FSK,comfort,Levoberezhny,SAO,55.85463,37.47185,64.7,2,3,22,2027,under_construction,Shchukinskaya,Tagansko-Krasnopresnenskaya,68,14.56,14138000,218500,trade-in,False,18.5,2024,7,3,14.138,False,False,0.13636363636363635,0,10-15 km,2 rooms,10-15 mln RUB,New Builds
N000605,2026-02-16,NB0009,Prokshino Residence,MR Group,comfort,Obruchevsky,YuZAO,55.64252,37.54475,42.8,1,9,17,2026,completed,Kuznetsky Most,Tagansko-Krasnopresnenskaya,176,13.27,14679000,343000,DDU,False,19.5,2026,2,1,14.679,False,False,0.5294117647058824,0,10-15 km,1 room,10-15 mln RUB,New Builds
N000606,2022-07-24,NB0203,Level Residence,Samolet,economy,Vnukovo,ZAO,55.62739,37.25562,43.1,1,8,25,2025,under_construction,Polezhaevskaya,Tagansko-Krasnopresnenskaya,282,26.87,7774000,180400,FZ214,True,12.0,2022,7,3,7.774,False,False,0.32,1,25+ km,1 room,7-10 mln RUB,New Builds
N000607,2023-10-17,NB0142,Symbol Residence,Samolet,comfort,Marushkinskoye,NAO,55.60235,37.24029,60.2,2,4,22,2025,under_construction,Smolenskaya (AP),Arbatsko-Pokrovskaya,325,29.21,7861000,130600,DDU,True,15.5,2023,10,4,7.861,False,False,0.18181818181818182,1,25+ km,2 rooms,7-10 mln RUB,New Builds
N000608,2022-09-13,NB0012,Polar Residence,INGRAD,business,Vnukovskoye,NAO,55.65052,37.30897,60.1,2,18,30,2027,under_construction,Prospekt Vernadskogo,Sokolnicheskaya,158,22.67,13206000,219700,FZ214,True,12.0,2022,9,3,13.206,False,False,0.6,1,15-25 km,2 rooms,10-15 mln RUB,New Builds
N000609,2025-11-26,NB0177,Prokshino Residence,GK A101,comfort,Krasnopakhorskoye,TAO,55.43499,37.31218,32.0,0,1,22,2026,under_construction,Okhotny Ryad,Sokolnicheskaya,491,40.42,2969000,92800,DDU,False,19.5,2025,11,4,2.969,True,False,0.045454545454545456,0,25+ km,Studio,<7 mln RUB,New Builds
N000610,2022-06-12,NB0063,Headliner Residence,PIK,business,Novofyodorovskoye,TAO,55.33103,36.91638,43.8,1,11,17,2026,under_construction,Tverskaya,Zamoskvoretskaya,780,64.61,4629000,105700,DDU,True,12.0,2022,6,2,4.629,False,False,0.6470588235294118,1,25+ km,1 room,<7 mln RUB,New Builds
N000611,2022-05-16,NB0246,Odintsovo-1 Residence,Etalon,business,Filimonkovskoye,NAO,55.55806,37.38299,46.7,1,17,35,2025,under_construction,Bagrationovskaya,Filyovskaya,270,26.4,7538000,161400,installment,True,12.0,2022,5,2,7.538,False,False,0.4857142857142857,1,25+ km,1 room,7-10 mln RUB,New Builds
N000612,2024-03-24,NB0167,Sheremetyevsky Residence,Etalon,business,Filimonkovskoye,NAO,55.5538,37.38977,59.8,2,11,30,2026,under_construction,Yasenevo,Kaluzhsko-Rizhskaya,132,26.55,13672000,228600,DDU,True,18.5,2024,3,1,13.672,False,False,0.36666666666666664,1,25+ km,2 rooms,10-15 mln RUB,New Builds
N000613,2024-05-17,NB0164,Silver Park Residence,PIK,comfort,Zyuzino,YuZAO,55.6541,37.55618,74.6,3,23,30,2025,under_construction,Preobrazhenskaya Ploshchad,Sokolnicheskaya,225,11.81,22624000,303300,DDU,True,18.5,2024,5,2,22.624,False,False,0.7666666666666667,1,10-15 km,3 rooms,15-25 mln RUB,New Builds
N000614,2021-11-23,NB0121,Mitino O2 Residence,GK Granel,economy,Veshnyaki,VAO,55.73018,37.81204,42.6,1,2,30,2027,under_construction,Ulitsa Akademika Yangelya,Serpukhovsko-Timiryazevskaya,237,12.26,6719000,157700,DDU,True,11.0,2021,11,4,6.719,False,False,0.06666666666666667,1,10-15 km,1 room,<7 mln RUB,New Builds
N000615,2022-09-26,NB0166,Silver Park Residence,Etalon,comfort,Yuzhnoye Tushino,SZAO,55.83938,37.45695,44.6,1,3,17,2026,under_construction,Novogireyevo,Kalininskaya,294,13.97,11123000,249400,DDU,True,12.0,2022,9,3,11.123,False,False,0.17647058823529413,1,10-15 km,1 room,10-15 mln RUB,New Builds
N000616,2024-11-14,NB0017,Scandinavia Residence,Capital Group,economy,Sokolinaya Gora,VAO,55.78613,37.74039,75.8,3,8,22,2026,under_construction,Sukharevskaya,Kaluzhsko-Rizhskaya,88,8.29,14873000,196200,DDU,False,23.5,2024,11,4,14.873,False,False,0.36363636363636365,0,5-10 km,3 rooms,10-15 mln RUB,New Builds
N000617,2026-01-17,NB0159,Silver Park Residence,FSK,economy,Kosino-Ukhtomsky,VAO,55.72121,37.84095,60.3,2,28,30,2026,completed,Oktyabrskaya,Koltsevaya,175,14.25,9461000,156900,installment,False,19.5,2026,1,1,9.461,False,False,0.9333333333333333,0,10-15 km,2 rooms,7-10 mln RUB,New Builds
N000618,2025-09-12,NB0195,Alye Parusa Residence,Capital Group,business,Vostochny,VAO,55.82218,37.86403,89.6,4,14,25,2025,completed,Mendeleevskaya,Serpukhovsko-Timiryazevskaya,208,17.0,21806000,243400,FZ214,False,19.5,2025,9,3,21.806,False,False,0.56,0,15-25 km,4 rooms,15-25 mln RUB,New Builds
N000619,2024-05-18,NB0074,Polar Residence,GK Granel,economy,Mitino,SZAO,55.83551,37.3539,78.9,3,22,25,2027,under_construction,Chistye Prudy,Sokolnicheskaya,234,18.99,15874000,201200,trade-in,True,18.5,2024,5,2,15.874,False,False,0.88,1,15-25 km,3 rooms,15-25 mln RUB,New Builds
N000620,2025-05-07,NB0077,Headliner Residence,Samolet,economy,Meshchansky,CAO,55.78317,37.66762,70.1,2,27,35,2025,completed,Sokolniki,Sokolnicheskaya,13,4.38,34396000,490700,FZ214,False,23.5,2025,5,2,34.396,False,False,0.7714285714285715,0,0-5 km,2 rooms,25-50 mln RUB,New Builds
N000621,2024-05-18,NB0172,Polar Residence,Capital Group,comfort,Gagarinsky,YuZAO,55.69436,37.56545,68.1,3,3,17,2028,under_construction,Leninsky Prospekt,Kaluzhsko-Rizhskaya,25,7.47,31665000,465000,DDU,True,18.5,2024,5,2,31.665,False,False,0.17647058823529413,1,5-10 km,3 rooms,25-50 mln RUB,New Builds
N000622,2025-02-23,NB0166,Silver Park Residence,Etalon,comfort,Yuzhnoye Tushino,SZAO,55.83938,37.45695,59.9,3,16,17,2026,under_construction,Rechnoy Vokzal,Zamoskvoretskaya,24,13.97,15879000,265100,DDU,False,23.5,2025,2,1,15.879,False,False,0.9411764705882353,0,10-15 km,3 rooms,15-25 mln RUB,New Builds
N000623,2023-01-05,NB0026,Odintsovo-1 Residence,INGRAD,comfort,Maryina Roshcha,SVAO,55.77212,37.57293,42.5,1,14,17,2027,under_construction,Belorusskaya,Koltsevaya,11,3.62,13626000,320600,DDU,True,10.0,2023,1,1,13.626,False,False,0.8235294117647058,1,0-5 km,1 room,10-15 mln RUB,New Builds
N000624,2023-02-07,NB0029,Buninskie Luga Residence,GK Granel,economy,Alekseevsky,SVAO,55.80465,37.65147,49.8,1,21,30,2026,under_construction,Timiryazevskaya,Serpukhovsko-Timiryazevskaya,61,5.96,9641000,193600,FZ214,True,10.0,2023,2,1,9.641,False,False,0.7,1,5-10 km,1 room,7-10 mln RUB,New Builds
N000625,2022-05-18,NB0041,Preobrazhenie Residence,PIK,comfort,Preobrazhenskoye,VAO,55.79586,37.71313,45.2,1,13,17,2026,under_construction,Preobrazhenskaya Ploshchad,Sokolnicheskaya,7,7.42,12736000,281800,DDU,True,12.0,2022,5,2,12.736,False,False,0.7647058823529411,1,5-10 km,1 room,10-15 mln RUB,New Builds
N000626,2021-09-24,NB0194,Headliner Residence,PIK,comfort,Shcherbinka,NAO,55.49888,37.55046,53.3,2,28,30,2024,under_construction,Filyovsky Park,Filyovskaya,345,28.7,8148000,152900,DDU,True,11.0,2021,9,3,8.148,False,False,0.9333333333333333,1,25+ km,2 rooms,7-10 mln RUB,New Builds
N000627,2021-01-29,NB0137,Odintsovo-1 Residence,LSR,premium,Vnukovskoye,NAO,55.65165,37.31429,64.2,2,21,22,2025,under_construction,Kantemirovskaya,Zamoskvoretskaya,264,22.32,17035000,265400,DDU,True,6.75,2021,1,1,17.035,False,False,0.9545454545454546,1,15-25 km,2 rooms,15-25 mln RUB,New Builds
N000628,2023-03-25,NB0186,Silver Park Residence,DONSTROY,business,Yasenevo,YuZAO,55.59887,37.51502,57.1,1,17,17,2028,under_construction,Yasenevo,Kaluzhsko-Rizhskaya,19,18.47,23125000,405000,DDU,True,10.0,2023,3,1,23.125,False,True,1.0,1,15-25 km,1 room,15-25 mln RUB,New Builds
N000629,2024-11-06,NB0095,Prokshino Residence,Capital Group,comfort,Dorogomilovo,ZAO,55.74352,37.55715,51.9,1,3,25,2025,under_construction,Delovoy Tsentr,MCC,19,4.15,26559000,511700,FZ214,False,23.5,2024,11,4,26.559,False,False,0.12,0,0-5 km,1 room,25-50 mln RUB,New Builds
N000630,2024-12-10,NB0100,Triumph Palace Residence,GK Granel,business,Orekhovo-Borisovo Yuzhnoye,YuAO,55.61289,37.72751,55.9,2,19,30,2027,under_construction,Sevastopolskaya,Serpukhovsko-Timiryazevskaya,115,17.05,15137000,270800,DDU,False,23.5,2024,12,4,15.137,False,False,0.6333333333333333,0,15-25 km,2 rooms,15-25 mln RUB,New Builds
N000631,2024-03-18,NB0098,Green Park Residence,DONSTROY,economy,Cheryomushki,YuZAO,55.68081,37.53792,68.8,2,19,22,2026,under_construction,Dubrovka,Lyublinsko-Dmitrovskaya,118,9.64,21338000,310100,DDU,True,18.5,2024,3,1,21.338,False,False,0.8636363636363636,1,5-10 km,2 rooms,15-25 mln RUB,New Builds
N000632,2025-10-22,NB0193,Odintsovo-1 Residence,MR Group,comfort,Izmaylovo,VAO,55.78838,37.75685,65.8,2,24,35,2027,under_construction,Partizanskaya,Arbatsko-Pokrovskaya,8,9.33,21316000,324000,DDU,False,19.5,2025,10,4,21.316,False,False,0.6857142857142857,0,5-10 km,2 rooms,15-25 mln RUB,New Builds
